Query	Hit	E-value	Coverage (%)	Identity (%)
AT5G22770.2	SPBC691.03c	9.48905e-129	58	12
AT5G30495.1	SPAC3G9.15c	7.27925e-28	52	15
AT5G44730.1	SPAC7D4.05	1.73746e-15	83	9
AT5G50950.2	SPCC18.18c	0.0	91	23
AT5G19130.2	SPAC1002.11	4.37197e-23	56	8
AT5G51970.2	SPBC1773.05c	1.328e-73	86	13
AT5G57450.2	SPAC20H4.07	1.44103e-22	92	10
AT5G50580.2	SPAC4C5.04	2.93135e-25	98	9
AT5G42820.1	SPAP8A3.06	8.52397e-71	62	18
AT5G41670.2	SPBC660.16	7.18877e-152	95	17
AT5G35620.1	SPAC16E8.15	2.15394e-35	84	12
AT5G06600.2	SPBC713.02c	1.84466e-175	97	12
AT5G11170.1	SPAC17G6.14c	0.0	93	24
AT5G24520.2	SPBC17D11.08	2.61221e-56	88	13
AT5G17310.2	SPCC1322.04	4.96916e-161	98	18
AT5G01230.1	SPAC4F10.03c	3.27024e-117	98	18
AT5G07370.4	SPAC607.04	5.27062e-17	97	9
AT5G64630.1	SPAC26H5.03	1.98469e-70	94	13
AT5G61880.2	SPBC713.10	5.8104e-15	88	13
AT5G20160.1	SPAC607.03c	1.04377e-57	95	26
AT5G40530.1	SPAC56F8.09	2.37951e-58	80	14
AT5G09900.2	SPAPB8E5.02c	3.94803e-87	97	12
AT5G54940.2	SPBC23G7.05	1.99211e-39	94	19
AT5G12040.1	SPAC26A3.11	2.88924e-98	74	17
AT5G42850.2	SPBC21C3.12c	1.90151e-14	77	11
AT5G66720.2	SPAC1556.03	2.24048e-37	57	12
AT5G19485.1	SPAC4D7.09	8.36535e-43	98	8
AT5G02150.2	SPBC3B9.01	9.30069e-12	51	9
AT5G04800.4	SPBC839.05c	1.65375e-54	87	21
AT5G09680.2	SPAC1F12.10c	9.62585e-25	51	12
AT5G20060.3	SPAC8E11.04c	3.87405e-28	81	10
AT5G23590.2	SPCC10H11.02	1.29279e-19	94	9
AT5G23670.2	SPAC21E11.08	2.89604e-152	95	15
AT5G25760.2	SPBC1198.09	9.4901e-50	98	15
AT5G49510.2	SPAC3H8.07c	3.69581e-33	84	13
AT5G65860.2	SPAC26A3.17c	5.53844e-60	98	11
AT5G09890.2	SPAC821.12	1.97978e-132	85	14
AT5G26667.3	SPCC1795.05c	3.99512e-52	88	16
AT5G35980.2	SPAC823.03	1.10063e-125	52	17
AT5G44500.2	SPAC26A3.08	4.95808e-15	53	14
AT5G46110.3	SPBC83.11	1.26086e-17	66	9
AT5G57240.2	SPCC23B6.01c	5.88752e-28	85	9
AT5G67380.2	SPAC23C11.11	1.06454e-145	77	23
AT5G08560.2	SPAC343.04c	1.02202e-85	85	11
AT5G11860.4	SPAC2F7.02c	2.61228e-37	51	14
AT5G10330.3	SPBC11B10.02c	1.62008e-45	88	12
AT5G13710.2	SPBC16E9.05	3.71094e-104	96	15
AT5G17920.2	SPAC9.09	0.0	99	15
AT5G37530.2	SPAC1A6.10	2.3554e-74	78	13
AT5G37850.2	SPAC6F6.11c	8.81128e-61	94	12
AT5G44200.2	SPBC13A2.01c	5.21915e-45	62	18
AT5G62300.2	SPCC576.09	1.25539e-52	80	24
AT5G65274.1	SPAC17G8.04c	3.85761e-08	89	8
AT5G01470.3	SPAC8F11.09c	3.19061e-09	77	8
AT5G20090.3	SPCC1235.11	6.23461e-31	91	18
AT5G22370.2	SPAC144.07c	2.83572e-83	87	15
AT5G50240.3	SPAC869.08	1.03372e-64	95	16
AT5G50950.3	SPCC18.18c	0.0	98	22
AT5G60390.3	SPCC794.09c	0.0	96	25
AT5G26680.2	SPAC3G6.06c	3.3155e-141	91	17
AT5G13120.2	SPBP8B7.25	1.36091e-74	65	21
AT5G57300.3	SPCC4G3.04c	7.68058e-85	96	17
AT5G17530.3	SPCC1840.05c	4.90909e-07	52	8
AT5G53460.3	SPAPB1E7.07	0.0	94	18
AT5G07340.2	SPAC3C7.11c	3.14203e-85	85	14
AT5G61140.2	SPBC13G1.10c	0.0	86	15
AT5G08180.2	SPAC1782.10c	1.64336e-42	94	15
AT5G09860.2	SPCP25A2.03	4.4834e-32	61	10
AT5G43900.3	SPCC1919.10c	0.0	65	12
AT5G45600.2	SPAC17G8.07	1.03252e-30	51	15
AT5G39740.2	SPBC11C11.09c	1.01517e-93	94	17
AT5G37340.3	SPAC15A10.04c	1.09842e-110	94	13
AT5G38460.2	SPBC342.01c	5.43387e-96	91	12
AT5G49030.3	SPCC18B5.08c	0.0	76	12
AT5G51410.3	SPCC16A11.13	8.07247e-25	68	9
AT5G48600.2	SPBC146.03c	1.3819e-137	57	13
AT5G64460.8	SPAC5H10.03	2.97167e-15	79	9
AT5G66170.3	SPAC4H3.07c	4.73153e-11	89	10
AT5G27450.3	SPAC13G6.11c	1.61371e-45	89	12
AT5G15090.2	SPAC1635.01	1.15507e-13	97	9
ATCG00780.1	SPBC887.07	1.0858e-24	99	13
ATCG01310.1	SPCC16C4.15	2.22809e-39	99	13
ATCG00790.1	SPBC1105.03c	5.95256e-13	77	11
ATCG00160.1	SPAC24C9.10c	3.8047e-30	82	11
ATCG00820.1	SPAC1751.02c	2.10486e-11	50	16
ATCG00900.1	SPAC16E8.10c	1.51715e-18	89	10
ATMG00220.1	SPMIT.05	1.75235e-119	94	16
ATMG00160.1	SPMIT.11	4.1178e-70	91	15
ATMG01360.1	SPMIT.01	0.0	96	20
ATMG01170.1	SPMIT.07	2.08237e-42	73	13
ATMG00730.1	SPMIT.04	1.49002e-71	97	14
ATMG00980.1	SPAC4F8.06	2.06682e-41	98	17
ATMG01080.1	SPMIT.10	2.21187e-11	53	18
