Query	Hit	E-value	Coverage (%)	Identity (%)
SPBC2G2.06c	AT4G23460.1 	1.96149e-157	81	47
SPBC2G2.05	AT4G13170.1 	5.74817e-58	95	53
SPBC2G2.08	AT1G50480.1 	0.0	65	54
SPBC2G2.11	AT5G57020.1 	1.51434e-141	88	51
SPBC2G2.12	AT3G02760.1 	1.89762e-130	83	47
SPBC2G2.15c	AT5G01230.1 	8.80127e-25	95	30
SPBC2G2.16	AT1G67070.1 	7.04203e-94	98	40
SPBC1718.05	AT5G58030.1 	9.07644e-60	80	52
SPBC1105.02c	AT5G23010.1 	1.9121e-39	84	32
SPBC1105.03c	ATCG00790.1 	5.83176e-15	65	29
SPBC1105.07c	AT2G19560.1 	3.52339e-21	93	23
SPBC1105.08	AT2G24170.1 	9.70422e-131	96	38
SPBC1105.09	AT3G46460.1 	2.427e-75	89	68
SPBC1105.11c	AT5G65360.1 	1.74342e-78	100	90
SPBC1105.12	AT5G59970.1 	1.46245e-49	79	87
SPBC1105.17	AT5G65360.1 	1.6914e-42	79	71
SPBC887.01	AT2G26400.1 	8.19858e-35	97	42
SPBC887.02	AT5G49890.1 	5.71349e-21	56	33
SPBC887.03c	AT1G79150.1 	1.73854e-23	53	28
SPBC887.04c	AT3G18860.1 	1.64479e-103	93	32
SPBC887.05c	AT3G47120.1 	5.57731e-40	54	52
SPBC887.06c	AT5G06140.1 	4.3315e-14	79	35
SPBC887.07	ATCG00780.1 	7.29837e-24	92	38
SPBC887.11	AT1G76120.1 	2.98521e-37	87	29
SPBC887.12	AT1G59820.1 	0.0	84	45
SPBC887.13c	AT2G04540.1 	9.53347e-126	98	49
SPBC887.15c	AT1G14290.1 	8.88446e-75	87	42
SPBC887.17	AT3G10960.1 	3.03873e-132	78	46
SPBC887.19	AT5G07630.1 	4.58095e-29	79	26
SPBC418.01c	AT4G26900.1 	0.0	99	53
SPBC418.02	AT1G80410.1 	8.17773e-47	93	25
SPBC16D10.02	AT3G26410.1 	7.4331e-63	82	36
SPBC16D10.03	AT4G22720.2 	8.05654e-163	100	64
SPBC16D10.06	AT1G05300.1 	1.36201e-37	88	30
SPBC16D10.08c	AT1G74310.1 	0.0	96	51
SPBC16D10.09	AT2G29570.1 	9.75599e-99	99	53
SPBC16D10.11c	AT4G09800.1 	1.25292e-68	100	72
SPBP8B7.03c	AT3G09630.2 	1.66988e-150	92	62
SPBP8B7.05c	AT5G14740.2 	4.36318e-16	56	32
SPBP8B7.06	AT2G27710.4 	1.2891e-21	62	56
SPBP8B7.07c	AT2G17900.1 	5.71118e-26	50	30
SPBP8B7.08c	AT1G02100.1 	7.65302e-52	95	32
SPBP8B7.09c	AT1G72560.3 	3.78132e-59	99	24
SPBP8B7.14c	AT5G22110.1 	1.07443e-73	80	29
SPBP8B7.15c	AT5G47430.3 	6.06554e-43	74	33
SPBP8B7.16c	AT1G55150.1 	0.0	78	65
SPBP8B7.17c	AT1G22940.1 	3.31138e-41	62	31
SPBP8B7.18c	AT1G22940.1 	8.64123e-57	86	30
SPBP8B7.20c	AT4G26600.1 	4.39289e-168	59	65
SPBP8B7.19	AT4G10710.1 	0.0	91	37
SPBP8B7.21	AT4G30890.3 	1.83269e-47	74	34
SPBP8B7.22	AT1G29330.1 	3.3644e-51	100	45
SPBP8B7.24c	AT2G05630.1 	5.82784e-54	96	74
SPBP8B7.25	AT5G13120.2 	2.99014e-62	82	64
SPBP8B7.29	AT2G28880.1 	2.04196e-85	98	35
SPBP8B7.31	AT2G14110.1 	1.30011e-16	83	30
SPBC19F5.02c	AT4G07410.1 	4.31857e-44	97	27
SPBC19F5.03	AT3G51460.1 	3.67316e-92	79	38
SPBC19F5.04	AT5G13280.1 	9.52476e-60	94	31
SPBC19F5.05c	AT5G14520.1 	7.0294e-114	75	43
SPBC25D12.03c	AT4G02060.2 	0.0	90	52
SPBC25D12.04	AT3G27060.1 	7.43989e-129	83	64
SPBC25D12.05	AT3G02320.1 	1.96176e-110	93	37
SPBC13G1.02	AT2G04650.1 	2.48362e-103	99	39
SPBC13G1.04c	AT1G11780.1 	5.4751e-33	96	34
SPBC13G1.05	AT1G67960.1 	2.88946e-44	54	34
SPBC13G1.07	AT3G04970.1 	7.58827e-27	76	31
SPBC13G1.09	AT1G31660.1 	6.89578e-91	63	48
SPBC13G1.10c	AT5G61140.2 	0.0	96	46
SPBC13G1.11	AT5G58060.1 	2.27441e-63	99	51
SPBC13G1.12	AT1G17730.1 	1.57306e-38	96	44
SPBC13G1.13	AT4G17020.1 	1.68821e-69	92	32
SPBC31F10.02	AT1G04290.1 	1.20166e-12	63	37
SPBC31F10.03	AT4G31290.1 	6.13245e-24	95	36
SPBC31F10.06c	AT4G02080.1 	5.39512e-82	100	66
SPBC31F10.11c	AT5G41770.1 	0.0	97	50
SPBC31F10.12	AT1G09150.1 	1.80273e-56	97	48
SPBC31F10.13c	AT3G44530.1 	1.37098e-73	52	34
SPBC21C3.03	AT1G11390.1 	4.86595e-69	76	30
SPBC21C3.05	AT2G32600.1 	4.08353e-57	82	53
SPBC21C3.07c	AT2G26200.1 	1.46362e-50	81	37
SPBC21C3.08c	AT5G46180.1 	6.08669e-167	95	53
SPBC21C3.09c	AT4G15940.1 	3.46496e-39	82	46
SPBC21C3.12c	AT5G42850.2 	1.06177e-13	77	36
SPBC21C3.13	AT3G02080.1 	1.93757e-50	93	54
SPBC21C3.15c	AT3G66658.2 	1.8156e-122	96	37
SPBC21C3.16c	AT5G08565.1 	5.96118e-15	84	39
SPBC21C3.18	AT5G67380.2 	4.34328e-16	69	23
SPBC23E6.01c	AT5G54900.1 	8.09476e-73	60	42
SPBC23E6.02	AT3G20010.1 	2.50005e-100	57	35
SPBC23E6.05	AT3G51800.1 	9.49439e-35	89	30
SPBC23E6.06c	AT2G22450.1 	7.98805e-65	99	51
SPBC23E6.07c	AT5G22010.1 	2.35644e-91	65	36
SPBC23E6.10c	AT2G05830.1 	1.46988e-101	99	51
SPBC211.02c	AT5G28740.1 	0.0	96	44
SPBC211.03c	AT5G39500.1 	9.63799e-82	61	28
SPBC211.04c	AT5G44635.1 	0.0	75	50
SPBC211.05	AT3G23325.1 	6.25436e-24	92	45
SPBC211.07c	AT1G63800.1 	7.57451e-76	80	64
SPBC1604.21c	AT5G06460.1 	0.0	99	45
SPBC1604.15	AT3G07140.2 	1.22297e-53	95	31
SPBC1604.09c	AT3G15080.1 	2.54669e-49	94	40
SPBC1604.08c	AT1G09270.2 	1.44891e-172	90	54
SPBC1604.05	AT5G42740.1 	1.30142e-147	98	45
SPBC1604.04	AT3G21390.1 	4.03391e-34	87	39
SPBC1677.03c	AT3G10050.1 	1.95695e-129	81	47
SPBC26H8.01	AT5G54770.1 	5.07376e-124	82	65
SPBC26H8.05c	AT4G26720.1 	3.56579e-151	94	60
SPBC26H8.06	AT4G04950.1 	1.38196e-53	89	42
SPBC26H8.14c	AT1G53030.1 	3.4345e-10	100	41
SPBC26H8.07c	AT1G20010.1 	0.0	95	75
SPBC26H8.08c	AT3G07050.1 	5.1537e-59	91	34
SPBC26H8.10	AT2G17510.1 	0.0	91	44
SPBC32C12.03c	AT3G01090.2 	1.0588e-70	67	42
SPBC3B9.01	AT5G02150.2 	5.6738e-11	51	27
SPBC3B9.03	AT4G30600.1 	1.31561e-66	54	44
SPBC3B9.04	AT1G69520.1 	8.69602e-08	57	26
SPBC3B9.21	AT1G08370.1 	8.56473e-12	85	31
SPBC3B9.07c	AT1G75670.2 	2.68429e-08	65	29
SPBC3B9.08c	AT1G02140.1 	4.40996e-67	97	61
SPBC3B9.09	AT5G04920.1 	9.93903e-17	52	26
SPBC3B9.10	AT1G26670.1 	5.6092e-19	91	32
SPBC3B9.11c	AT1G71800.1 	4.02202e-28	74	30
SPBC3B9.12	AT5G02280.1 	8.54593e-38	99	46
SPBC3B9.13c	AT5G24510.1 	6.81299e-18	58	51
SPBC3B9.17	AT5G03905.1 	6.92279e-19	53	33
SPBC3B9.18c	AT4G02620.1 	2.93308e-30	92	45
SPBC3B9.19	AT4G26780.1 	1.57396e-32	66	44
SPBC215.03c	AT3G61140.1 	1.28303e-39	83	27
SPBC215.02	AT5G23290.1 	1.5031e-18	79	36
SPBC215.05	AT5G40610.1 	1.0535e-78	93	45
SPBC215.08c	AT1G29900.1 	0.0	83	43
SPBC215.09c	AT5G48230.1 	1.84339e-155	98	59
SPBC215.10	AT2G25870.1 	1.70706e-10	93	27
SPBC215.11c	AT1G60750.1 	8.62857e-38	91	32
SPBC215.12	AT1G06220.1 	0.0	99	52
SPBC215.14c	AT5G09260.1 	1.71438e-21	88	35
SPBC215.15	AT3G01340.2 	2.37269e-86	94	50
SPBC1347.05c	AT3G44110.2 	8.87054e-46	81	36
SPBC1347.06c	AT4G26100.1 	4.02038e-112	86	48
SPBC1347.07	AT2G26970.2 	5.42926e-41	73	41
SPBC1347.08c	AT4G20325.1 	5.73706e-11	69	29
SPBC1347.12	AT3G12110.1 	1.38592e-122	97	46
SPBC1347.13c	AT2G19870.1 	2.06847e-38	90	40
SPBC56F2.12	AT3G58610.3 	9.45247e-46	80	35
SPBC56F2.10c	AT2G39630.1 	1.04337e-47	77	37
SPBC56F2.09c	AT3G27740.1 	1.34893e-68	90	38
SPBC56F2.07c	AT5G03340.1 	1.80346e-153	65	47
SPBC56F2.02	AT4G02230.1 	2.18278e-61	80	65
SPBC1861.03	AT2G11000.2 	1.027e-10	60	22
SPBC1861.07	AT5G59140.1 	9.24687e-23	97	43
SPBC1861.08c	AT1G09760.1 	9.55015e-50	99	40
SPBC1861.09	AT5G58140.1 	1.63172e-93	58	50
SPBC14F5.03c	AT4G27640.1 	7.20979e-83	95	25
SPBC14F5.04c	AT1G56190.2 	1.73351e-126	97	50
SPBC14F5.05c	AT3G17390.1 	7.99379e-162	99	61
SPBC14F5.06	AT4G19210.1 	0.0	100	65
SPBC14F5.07	AT4G34100.2 	9.26107e-39	63	25
SPBC3F6.01c	AT2G42810.1 	7.84159e-174	98	51
SPBC3F6.02c	AT1G47290.1 	1.05405e-58	95	37
SPBC3F6.03	AT2G17420.1 	8.07271e-143	98	63
SPBC3F6.04c	AT1G69070.1 	6.58548e-24	51	24
SPBC342.01c	AT5G38460.2 	2.4757e-87	94	39
SPBC342.02	AT1G25350.1 	1.05598e-178	98	42
SPBC342.04	AT2G26590.3 	1.73471e-25	84	31
SPBC16G5.01	AT1G64520.1 	1.17232e-29	95	37
SPBC16G5.02c	AT1G17160.1 	1.10266e-25	94	33
SPBC16G5.04	AT3G01790.2 	1.09516e-29	75	45
SPBC16G5.07c	AT4G27585.1 	3.91934e-105	81	52
SPBC16G5.08	AT5G17990.1 	1.46427e-48	74	40
SPBC16G5.09	AT3G10410.1 	3.08259e-54	78	30
SPBC16G5.10	AT3G07750.2 	2.76566e-11	83	30
SPBC16G5.12c	AT5G63920.1 	2.36241e-146	95	40
SPBC16G5.14c	AT5G35530.1 	6.61562e-118	89	74
SPBC16G5.18	AT3G52940.1 	1.42327e-66	80	38
SPBC16A3.16	AT1G10865.1 	1.04595e-09	76	43
SPBC16A3.15c	AT1G50010.1 	0.0	96	71
SPBC16A3.14	AT5G51100.1 	2.2054e-18	82	25
SPBC16A3.12c	AT2G15230.1 	4.13147e-33	76	30
SPBC16A3.11	AT5G44740.2 	9.99042e-42	50	31
SPBC16A3.10	AT1G12640.1 	5.32078e-37	71	29
SPBC16A3.09c	AT2G21270.2 	1.16507e-56	68	42
SPBC16A3.06	AT1G01760.1 	4.34467e-14	84	27
SPBC16A3.05c	AT1G80670.1 	1.72755e-106	99	46
SPBC16A3.02c	AT1G23740.1 	8.53827e-31	95	30
SPBC543.02c	AT5G03160.1 	5.6005e-43	52	40
SPBC543.03c	AT1G48050.1 	9.14213e-29	94	25
SPBC543.05c	AT3G06450.2 	7.84995e-44	97	28
SPBC543.06c	AT1G16280.1 	1.46559e-116	96	46
SPBC543.07	AT5G56580.1 	3.47653e-55	77	38
SPBC543.09	AT1G07510.1 	0.0	70	57
SPBC16C6.05	AT5G11900.1 	5.79106e-37	91	40
SPBC16C6.07c	AT1G53750.1 	0.0	96	74
SPBC16C6.11	AT4G18100.1 	8.25238e-47	96	59
SPBC16C6.13c	AT1G52360.1 	0.0	99	46
SPBC1539.03c	AT5G10920.1 	1.98793e-129	97	44
SPBC1539.05	AT1G73430.2 	6.30251e-37	65	24
SPBC1539.06	AT1G31812.1 	6.07503e-18	87	43
SPBC1539.07c	AT5G43940.1 	4.26582e-146	99	58
SPBC1539.08	AT1G10630.1 	1.59398e-88	93	69
SPBC1289.02c	AT5G16260.1 	1.29846e-32	68	34
SPBC1289.03c	AT5G55190.1 	2.6223e-115	97	76
SPBC1289.07c	AT1G60620.1 	2.37565e-84	97	43
SPBC1289.08	AT2G35020.1 	1.13791e-74	80	41
SPBC1289.11	AT2G43770.1 	5.66462e-92	89	43
SPBC1289.12	AT5G54900.1 	1.78484e-26	70	29
SPBC1289.13c	AT1G18690.1 	4.42833e-10	66	29
SPBC1289.16c	AT2G42490.1 	1.5473e-90	78	33
SPBC8E4.05c	AT5G50950.3 	4.56312e-07	71	24
SPBC8E4.04	AT2G37770.2 	2.89179e-70	81	45
SPBC8E4.03	AT4G08870.1 	1.30754e-11	76	27
SPBC8E4.01c	AT2G32830.1 	3.65105e-80	87	37
SPBP4G3.02	AT1G09870.1 	2.29022e-19	92	26
SPBPB2B2.05	AT1G66860.1 	1.06723e-19	73	35
SPBPB2B2.10c	AT5G18200.1 	3.91811e-23	87	25
SPBPB2B2.11	AT1G78570.1 	6.49115e-63	96	38
SPBPB2B2.13	AT3G06580.1 	2.03273e-64	98	34
SPCC757.02c	AT4G24220.1 	1.43213e-38	98	27
SPCC757.07c	AT1G20630.1 	2.38454e-126	76	46
SPCC757.08	AT3G12990.3 	5.85957e-77	93	43
SPCC757.09c	AT5G04430.2 	1.72287e-15	82	25
SPCC757.11c	AT4G11810.1 	9.25061e-14	60	28
SPCC757.13	AT5G20380.1 	9.23705e-08	57	25
SPCC613.05c	AT2G39390.1 	1.39443e-31	74	61
SPCC613.06	AT4G10450.1 	4.20674e-61	96	53
SPCC613.07	AT1G04945.1 	3.59778e-18	67	26
SPCC613.08	AT2G44510.1 	3.68249e-26	76	34
SPCC613.10	AT3G16480.1 	1.71824e-17	54	26
SPCC330.01c	AT1G05120.1 	1.32819e-152	50	48
SPCC330.02	AT5G21900.1 	2.23223e-11	59	27
SPCC330.03c	AT5G09680.2 	3.48232e-16	67	34
SPCC330.05c	AT3G54470.1 	5.4705e-76	96	50
SPCC330.06c	AT1G60740.1 	8.92308e-25	99	40
SPCC330.08	AT2G40190.1 	1.06596e-105	90	43
SPCC330.09	AT3G56990.1 	1.02382e-124	82	40
SPCC330.10	AT3G20650.2 	9.40619e-62	84	43
SPCC330.13	AT5G49530.1 	5.22572e-11	83	30
SPCC330.14c	AT3G53020.1 	7.9953e-29	67	48
SPCC320.14	AT4G11640.1 	2.81808e-64	93	42
SPCC320.13c	AT4G32830.1 	5.17653e-115	72	61
SPCC320.12	AT3G03420.1 	4.44203e-37	85	38
SPCC320.11c	AT4G15770.1 	1.32047e-69	99	53
SPCC320.09	AT2G30390.1 	1.06632e-63	77	37
SPCC320.08	AT3G59340.1 	2.56262e-54	56	40
SPCC320.05	AT3G12520.2 	4.35452e-42	96	25
SPCC320.04c	AT3G63150.1 	2.18765e-90	99	33
SPCC1235.02	AT2G43360.1 	3.27886e-144	85	60
SPCC1235.04c	AT5G03430.1 	4.43564e-44	79	41
SPCC1235.11	AT5G20090.3 	5.45312e-30	65	52
SPCC1235.13	AT3G19940.1 	2.24987e-51	86	27
SPCC1235.14	AT3G19940.1 	9.77475e-45	84	26
SPCC1235.15	AT3G51520.1 	2.61219e-32	90	29
SPCC548.04	AT3G61113.1 	1.63996e-11	100	40
SPCC548.06c	AT3G19940.1 	1.26256e-45	84	27
SPCC548.07c	AT3G19940.1 	4.79397e-51	81	28
SPCC794.01c	AT3G27300.3 	4.53133e-110	98	40
SPCC794.03	AT2G01170.1 	1.42078e-39	90	27
SPCC794.07	AT1G54220.2 	6.66709e-124	92	47
SPCC794.09c	AT5G60390.3 	0.0	95	75
SPCC794.10	AT3G03250.1 	2.17877e-120	88	41
SPCC794.12c	AT5G25880.1 	2.71084e-91	97	35
SPCC553.11c	AT4G24440.2 	7.01073e-38	90	50
SPCC553.09c	AT1G67630.1 	3.0795e-44	56	36
SPCC553.08c	AT3G22980.1 	0.0	98	43
SPCC553.07c	AT1G49980.1 	4.04106e-90	90	34
SPCC553.04	AT3G44600.1 	3.41203e-128	97	40
SPCC553.02	AT1G55090.1 	0.0	98	55
SPCC736.03c	AT3G58140.1 	4.68546e-111	94	44
SPCC736.06	AT4G33760.1 	1.92809e-98	96	37
SPCC736.09c	AT2G03780.1 	8.79182e-26	95	34
SPCC736.11	AT1G48410.1 	4.80395e-146	99	37
SPCC736.13	AT4G23430.1 	2.13707e-45	86	35
SPCC736.14	AT2G35630.1 	8.07336e-37	53	26
SPCC594.04c	AT2G46890.1 	9.42363e-08	75	27
SPCC1682.02c	AT5G46280.1 	0.0	73	51
SPCC1682.04	AT3G50360.1 	1.69823e-38	80	46
SPCC1682.07	AT1G05055.1 	1.76867e-97	90	40
SPCC1682.09c	AT4G03115.1 	1.90219e-09	81	24
SPCC1682.10	AT3G11270.1 	5.62034e-106	84	55
SPCC1682.12c	AT3G14400.1 	4.9248e-74	73	45
SPCC1682.14	AT4G02230.1 	7.10028e-62	80	67
SPCC1682.16	AT5G43010.1 	0.0	98	73
SPCC306.07c	AT3G58660.1 	1.29031e-17	73	29
SPCC306.08c	AT3G15020.1 	1.69274e-108	99	51
SPCC306.09c	AT4G34490.1 	3.28521e-43	83	29
SPCC4G3.17	AT2G23820.2 	2.96922e-52	90	48
SPCC4G3.15c	AT1G07705.2 	6.87235e-33	56	40
SPCC4G3.14	AT5G48030.1 	6.6876e-57	84	34
SPCC4G3.10c	AT5G16630.2 	6.14777e-25	53	29
SPCC4G3.08	AT3G08720.2 	2.34822e-84	77	40
SPCC4G3.06c	AT1G07830.1 	4.07139e-14	64	43
SPCC4G3.04c	AT5G57300.3 	1.10504e-80	83	52
SPCC4G3.03	AT3G13340.2 	1.61029e-10	61	25
SPCC4G3.02	AT5G58240.2 	1.92846e-40	88	42
SPCC364.07	AT1G17745.1 	2.14919e-53	71	35
SPCC364.06	AT4G26110.1 	2.03617e-35	73	34
SPCC364.04c	AT3G18480.1 	4.99935e-35	98	28
SPCC364.03	AT1G27400.1 	8.38139e-57	77	60
SPCC970.05	AT5G02450.1 	1.13211e-22	96	58
SPCC970.04c	AT5G45550.1 	2.97974e-54	70	43
SPCC970.03	AT5G17770.1 	1.81986e-72	77	46
SPCC10H11.01	AT1G20920.1 	0.0	50	54
SPCC10H11.02	AT5G23590.2 	1.87705e-16	75	27
SPCP31B10.03c	AT5G19910.1 	5.64838e-30	69	50
SPCP31B10.05	AT5G15170.1 	6.39695e-30	96	28
SPCP31B10.07	AT1G56070.1 	0.0	100	64
SPCP31B10.08c	AT1G74270.1 	2.01285e-36	94	52
SPCC962.03c	AT4G16143.2 	1.32205e-157	96	55
SPCC962.04	AT2G32060.2 	7.73174e-35	73	50
SPCC962.06c	AT5G51300.3 	3.94692e-63	54	42
SPCC1672.04c	AT1G66590.1 	2.45405e-20	71	50
SPCC1672.05c	AT2G33840.1 	6.54999e-29	85	27
SPCC1672.06c	AT5G15070.1 	5.65644e-133	84	37
SPCC1672.07	AT4G04940.1 	0.0	93	38
SPCC1672.08c	AT4G21010.1 	1.96196e-16	71	30
SPCC1672.09	AT5G14180.1 	1.94383e-37	73	31
SPCC1672.10	AT5G58230.1 	3.52084e-130	91	49
SPCC1672.11c	AT5G23630.1 	5.50453e-87	54	31
SPCC1183.01	AT3G56640.1 	1.4701e-29	97	22
SPCC1183.02	AT1G09640.2 	7.87497e-14	88	29
SPCC1183.03c	AT4G03240.1 	1.33022e-21	63	40
SPCC1183.05c	AT5G57160.1 	5.39682e-71	88	31
SPCC1183.06	AT3G18630.1 	1.67791e-57	85	40
SPCC1183.08c	AT2G27530.2 	5.66517e-90	100	64
SPCC31H12.04c	AT2G37190.1 	1.32667e-75	99	70
SPCC31H12.05c	AT2G39840.1 	0.0	93	77
SPCC31H12.07	AT1G05520.1 	0.0	98	48
SPCC31H12.08c	AT3G58560.1 	1.43867e-52	51	36
SPCC5E4.03c	AT5G25150.1 	3.43801e-131	98	37
SPCC5E4.05c	AT5G11650.1 	1.23429e-22	70	29
SPCC5E4.06	AT5G61460.1 	1.34441e-79	89	27
SPCC5E4.07	AT1G23290.1 	2.85968e-39	100	60
SPCC16C4.03	AT2G18040.1 	2.77054e-33	62	49
SPCC16C4.08c	AT1G65030.1 	1.59521e-16	88	28
SPCC16C4.22	AT1G07980.1 	2.02608e-11	85	33
SPCC16C4.10	AT1G13700.1 	5.33908e-46	89	40
SPCC16C4.11	AT3G48750.1 	7.53899e-111	98	56
SPCC16C4.12	AT1G03150.1 	8.92004e-56	91	53
SPCC16C4.13c	AT2G37190.1 	1.32667e-75	99	70
SPCC16C4.15	ATCG01310.1 	5.26267e-47	84	37
SPCC16C4.18c	AT1G04950.3 	7.60578e-104	85	42
SPCPJ732.02c	AT5G49650.1 	7.89177e-111	90	40
SPCC18B5.01c	AT2G29940.1 	1.22258e-131	80	29
SPCC18B5.05c	AT1G22940.1 	1.74047e-40	79	33
SPCC18B5.06	AT4G27650.1 	1.57803e-98	94	38
SPCC18B5.08c	AT5G49030.3 	0.0	96	40
SPCC18B5.10c	AT5G56130.1 	2.8708e-68	95	37
SPCC18B5.11c	AT5G39440.1 	6.13477e-57	61	39
SPCC14G10.01	AT2G27490.2 	8.52216e-46	82	41
SPCC1020.12c	AT2G21150.1 	7.3002e-35	60	40
SPCC1020.09	AT4G21520.1 	1.08891e-35	76	31
SPCC1020.08	AT1G75200.1 	3.0865e-158	84	47
SPCC1020.07	AT5G57440.1 	3.09551e-40	94	37
SPCC1020.06c	AT1G12230.1 	1.14688e-40	86	34
SPCC1020.04c	AT5G51940.1 	6.16642e-39	52	78
SPCC1020.03	AT2G47830.2 	7.8017e-38	59	34
SPCC1020.01c	AT1G17260.1 	6.10468e-146	80	38
SPCC1393.03	AT5G09500.1 	1.81082e-64	96	66
SPCC1393.09c	AT1G51730.1 	7.20995e-13	92	35
SPCC2H8.02	AT5G43340.1 	7.14839e-58	87	34
SPCC63.05	AT5G53000.1 	3.2376e-18	98	30
SPCC63.07	AT2G32320.1 	3.01616e-71	95	47
SPCC63.11	AT2G33730.1 	6.9879e-176	82	49
SPCC63.12c	AT1G21720.1 	2.37324e-89	100	56
SPCC16A11.02	AT5G16750.1 	2.57955e-79	59	34
SPCC16A11.05c	AT5G08290.1 	5.45718e-82	100	76
SPCC16A11.06c	AT5G14850.1 	2.65017e-72	97	34
SPCC16A11.07	AT4G17650.1 	1.27331e-11	87	28
SPCC16A11.09c	AT1G17530.1 	6.08975e-15	66	32
SPCC16A11.10c	AT1G26340.1 	1.20744e-25	86	41
SPCC16A11.12c	AT1G32850.1 	8.38333e-93	94	33
SPCC16A11.13	AT5G51410.3 	1.40431e-23	85	29
SPCC16A11.17	AT2G16440.1 	0.0	81	47
SPCC24B10.02c	AT3G21070.2 	1.11343e-50	70	32
SPCC24B10.05	AT3G46560.1 	1.88131e-20	92	42
SPCC24B10.07	AT3G08720.2 	4.85468e-103	56	48
SPCC24B10.08c	AT4G16420.2 	3.11058e-56	96	31
SPCC24B10.09	AT5G04800.4 	1.18748e-53	96	62
SPCC24B10.10c	AT4G27680.1 	2.28132e-85	86	44
SPCC24B10.17	AT1G21900.1 	7.66908e-17	93	27
SPCC24B10.20	AT4G20760.1 	1.76204e-19	92	31
SPCC24B10.21	AT3G55440.1 	3.87148e-99	97	57
SPCPB16A4.03c	AT2G35040.2 	2.16102e-60	77	36
SPCPB16A4.04c	AT5G24840.1 	1.32954e-86	85	54
SPCPB16A4.05c	AT2G34470.1 	3.69796e-108	80	65
SPCC1795.11	AT3G58510.3 	6.92302e-172	66	58
SPCC1795.07	AT5G14320.1 	6.5184e-19	68	37
SPCC1795.05c	AT5G26667.3 	2.28513e-51	97	47
SPCC1795.04c	AT2G27020.1 	1.14193e-84	94	49
SPCC1795.03	AT4G35335.1 	2.19435e-30	90	31
SPCC1795.02c	AT3G13320.1 	2.42837e-66	93	39
SPCC1795.01c	AT2G33560.1 	1.71086e-31	86	31
SPCC895.06	AT1G49540.1 	1.71751e-98	98	33
SPCC895.07	AT2G35630.1 	4.02963e-48	60	32
SPCC895.09c	AT2G35920.1 	8.43768e-118	55	36
SPCC825.01	AT5G60790.1 	5.63278e-146	65	45
SPCC825.03c	AT3G03800.1 	5.39779e-15	75	26
SPCC1259.01c	AT4G09800.1 	1.25292e-68	100	72
SPCC1259.03	AT3G25940.1 	1.62511e-13	92	30
SPCC1259.10	AT2G45270.1 	3.47491e-40	76	32
SPCC1259.12c	AT1G35470.2 	3.3781e-34	76	28
SPCC1259.15c	AT3G20060.1 	3.02803e-61	91	55
SPCC1259.13	AT5G21326.1 	1.30135e-57	95	30
SPCC4B3.18	AT1G12350.1 	7.89725e-66	82	45
SPCC4B3.20	AT5G16060.1 	4.87488e-07	61	34
SPCC4B3.16	AT4G34270.1 	3.91186e-20	95	33
SPCC4B3.13	AT5G52450.1 	6.17634e-58	76	35
SPCC4B3.11c	AT5G09830.1 	9.78235e-18	51	50
SPCC4B3.05c	AT2G40490.1 	5.82813e-78	96	39
SPCC4B3.01	AT1G79230.3 	1.2898e-55	86	39
SPCP25A2.02c	AT2G18760.1 	0.0	68	51
SPCP25A2.03	AT5G09860.2 	3.58253e-26	57	29
SPCC550.02c	AT1G07360.1 	3.86783e-50	81	36
SPCC550.03c	AT3G46960.1 	0.0	82	45
SPCC550.04c	AT2G34980.1 	7.73028e-14	85	32
SPCC550.05	AT5G21140.1 	2.18582e-08	93	28
SPCC550.06c	AT1G14980.1 	3.61933e-29	92	53
SPCC550.10	AT1G74920.1 	9.16691e-146	96	46
SPCC550.11	AT2G31660.1 	4.03699e-119	81	30
SPCC550.12	AT3G33520.1 	3.29469e-68	97	34
SPCC550.15c	AT2G24500.1 	8.55057e-35	65	29
SPCC4E9.02	AT5G43080.1 	1.16247e-42	61	36
SPCC645.02	AT3G58830.1 	2.88331e-09	79	27
SPCC645.03c	AT2G16710.1 	5.11338e-29	57	46
SPCC645.08c	AT5G07350.1 	2.3024e-82	99	31
SPCC645.10	AT1G22660.1 	1.09725e-63	98	36
SPCC645.14c	AT1G62740.1 	1.6557e-122	99	38
SPCC23B6.01c	AT4G25860.1 	7.9826e-31	73	30
SPCC1322.04	AT5G17310.2 	1.16908e-167	92	54
SPCC1322.05c	AT5G13520.1 	1.51868e-96	95	35
SPCC1322.06	AT3G08960.1 	5.49383e-29	59	23
SPCC1322.08	AT3G01090.3 	5.43861e-52	58	35
SPCC1322.11	AT3G04400.1 	2.05888e-78	98	77
SPCC1322.13	AT2G37690.1 	0.0	96	53
SPCC1322.15	AT1G69620.1 	8.11835e-36	95	56
SPCC1322.16	AT4G28510.1 	3.70975e-101	80	59
SPCC132.01c	AT5G49930.1 	3.07433e-105	68	34
SPCC132.02	AT5G55760.1 	2.46711e-18	82	30
SPCC338.15	AT5G66680.1 	2.98799e-61	88	32
SPCC338.14	AT3G09820.1 	1.41372e-81	96	44
SPCC338.13	AT4G01400.1 	9.17379e-14	64	21
SPCC338.07c	AT1G80410.1 	1.50891e-125	98	36
SPCC338.06c	AT4G10250.1 	1.33608e-09	56	41
SPCC338.05c	AT3G52560.1 	1.06064e-45	97	57
SPCC1281.03c	AT5G10780.1 	6.32678e-13	51	39
